sp,DE,GF,LL,LMA,Aarea,Rarea,Narea,Parea,LMAp,LMAs,LMAp_lo,LMAp_up,LMAs_lo,LMAs_up,id
Abies lasiocarpa,E,T,95.49925860214358,257.03957827688646,2.9512092266663856,0.8709635899560807,2.618183008218985,NA,16.021921466123523,241.01765681076293,1.714248548223895,63.5032600146268,193.53631826225967,255.32532972866255,gl_1
Acacia colletioides,E,S,37.15352290971726,363.0780547701014,8.511380382023766,1.9952623149688795,4.120975190973302,0.11066237839776664,116.74081180388173,246.33724296621966,21.817661665920856,250.61767716072254,112.46037760937887,341.26039310418054,gl_2
Acacia doratoxylon,E,S,19.952623149688797,218.7761623949552,14.454397707459272,1.4791083881682074,4.385306977749857,0.18155156627731356,115.73571337146713,103.04044902348808,36.71090805067242,176.64084160220543,42.13532079274978,182.06525434428278,gl_3
Acacia floribunda,E,T,13.489628825916531,125.89254117941675,10.964781961431852,1.2589254117941673,2.8973435877013234,0.0716143410212902,57.92786813797044,67.9646730414463,15.049823835293378,97.03354247095845,28.8589987084583,110.84271734412337,gl_4
Acacia havilandiorum,E,S,20.892961308540396,416.8693834703355,12.02264434617413,3.2359365692962827,3.8282474331682264,0.120781383510678,225.24444858308615,191.62493488724934,60.639477575394295,345.12103508167405,71.74834838866144,356.2299058949412,gl_5
Acacia oswaldii,E,S,20.892961308540396,263.02679918953817,13.182567385564074,1.4125375446227544,4.852885001621211,0.17701089583174212,142.38403536866977,120.6427638208684,39.61382838594831,217.8095793870555,45.217219802482674,223.41297080358987,gl_6
Acacia suaveolens,E,S,29.512092266663856,218.7761623949552,9.549925860214358,1.4454397707459274,4.216965034285822,0.0485288500162121,76.60388009751917,142.17228229743603,18.22528877199608,149.38974371123803,69.38641868371718,200.55087362295913,gl_7
Acacia willhelmiana,E,S,12.02264434617413,162.181009735893,8.128305161640993,1.8197008586099832,3.0338911841942706,0.11694993910198707,67.72350009862052,94.4575096372725,12.091071898884499,127.08553793565065,35.095471800242365,150.0899378370085,gl_8
Acer rubrum,D,T,5.371741670536986,61.67584652772756,7.109506728316736,0.7678192380125994,1.206444984484017,NA,27.3668211493373,34.30902537839026,3.558474928360846,51.565081386843396,10.110765140884162,58.11737159936671,gl_9
Acer saccharum,D,T,5.495408738576246,79.43282347242814,7.585775750291837,0.5623413251903491,1.4791083881682074,NA,46.06032067756506,33.37250279486308,3.4433473654503954,72.00992938160024,7.422894090827896,75.98947610697775,gl_10
Achillea millefolium,NA,H,1,85.11380382023764,13.803842646028846,1.2589254117941673,1.5523870099580823,NA,79.92843711580734,5.185366704430294,72.50398099975989,83.58190217278494,1.531901647452699,12.609822820477746,gl_11
Acomastylis rosii,NA,H,1.9952623149688795,83.17637711026708,10.715193052376064,1.7378008287493754,2.098939883623524,NA,68.57984207108957,14.59653503917751,48.32774997497915,78.53915060711917,4.6372265031479145,34.848627135287934,gl_12
Adenanthos cygnorum,E,S,39.810717055349734,234.42288153199223,13.803842646028846,1.023292992280754,1.8323144223712116,NA,96.58979392518403,137.8330876068082,25.702482226061967,170.22301071555546,64.19987081643677,208.72039930593027,gl_13
Aextoxicon punctatum,E,T,43.65158322401658,134.89628825916532,5.623413251903491,0.5011872336272722,1.3243415351946646,NA,19.55399598123973,115.3422922779256,2.782839943475965,60.51688618421419,74.37940207495113,132.11344831568934,gl_14
Agropyron repens,NA,G,1.866531571859127,58.306793785955335,16.62836252820555,0.8610508140792286,1.284018367003239,NA,50.3413321321958,7.965461653759533,38.83447618213696,55.83489767077758,2.4718961151777563,19.472317603818375,gl_15
Ambrosia artemisiifolia,NA,H,1.4791083881682074,77.62471166286916,27.542287033381665,1.5488166189124817,1.990673338987187,NA,69.81806526288997,7.806646399979186,59.069465539489215,75.16774399240498,2.4569676704641807,18.555246123379945,gl_16
Anacardium excelsum,E,T,8.511380382023766,83.17637711026708,10.471285480508996,2.1877616239495525,1.3963683610559376,NA,36.679451907897516,46.49692520236957,11.260540618344198,61.39091399097017,21.785463119296914,71.91583649192289,gl_17
Andersonia heterophylla,E,S,10.715193052376064,257.03957827688646,8.511380382023766,3.0902954325135905,2.4322040090738155,NA,135.0854797015848,121.95409857530166,25.939200449727654,217.54814599021478,39.49143228667168,231.1003778271588,gl_18
Andropogon gerardi,NA,G,1.6994164595097452,73.35080201621284,21.983244987061564,0.8815744387791431,1.0381484898974491,NA,66.64018154462184,6.710620471591,56.94131622147098,71.34637582360665,2.0044261926061893,16.40948579474186,gl_19
Anemone cylindrica,NA,H,2.0892961308540396,93.3254300796991,15.488166189124811,1.3803842646028848,1.5595525028269537,NA,81.64278030842492,11.682649771274185,65.07270532520953,89.56664339213039,3.7587866875687155,28.252724754489577,gl_20
Antirrhoea trichantha,D,T,5.7543993733715695,93.3254300796991,19.498445997580458,1.6982436524617444,1.9230917289101583,NA,62.44466811091448,30.880761968784626,30.9366148028936,82.22556007095241,11.099870008746691,62.3888152768055,gl_21
Arctostaphylos uva-ursi,E,S,18.19700858609983,128.82495516931337,4.36515832240166,0.6760829753919817,1.5703628043335525,NA,13.215794929718408,115.60916023959496,1.0060819657428324,61.92563098819658,66.89932418111678,127.81887320357053,gl_22
Asclepias syriaca,NA,H,1.4125375446227544,63.09573444801933,18.19700858609983,1.5135612484362082,1.7619760464116292,NA,54.918884961161574,8.176849486857755,44.10916163469814,60.380357462067906,2.7153769859514227,18.98657281332119,gl_23
Astroloma xerophyllum,E,S,8.709635899560805,223.872113856834,9.772372209558108,1.5848931924611136,2.1877616239495525,NA,154.93824909536872,68.93386476146529,42.44344393467806,204.52504659970646,19.34706725712755,181.42866992215596,gl_24
Astrotricha floccosa,E,S,6.165950018614822,83.17637711026708,11.748975549395295,0.7079457843841379,1.3061708881318417,0.05847900841444806,54.67939299761422,28.49698411265286,15.939789906617637,74.4809647708621,8.695412339404982,67.23658720364945,gl_25
Atriplex canescens,NA,H,7.079457843841379,251.18864315095797,16.982436524617444,3.0902954325135905,5.284452517751804,NA,191.04475063023168,60.1438925207263,113.28481583815022,229.84549580652148,21.34314734443649,137.90382731280775,gl_26
Atriplex stipitata,E,S,6.309573444801933,83.17637711026708,19.498445997580458,3.019951720402016,2.41546083444494,0.10990058394325213,47.45507290532609,35.72130420494099,20.436841340831034,68.38874014115257,14.787636969114516,62.739535769436046,gl_27
Austrocedrus chilensis,E,T,28.84031503126606,194.98445997580455,7.585775750291837,1.202264434617413,2.137962089502232,NA,53.93117452222861,141.05328545357594,9.218179409818076,126.30677025410571,68.67768972169884,185.76628056598648,gl_28
Baccharis angustifolia,NA,T,2.51188643150958,95.49925860214358,18.620871366628677,1.6595869074375609,1.8578044550916983,NA,80.60470602640589,14.894552575737691,61.18985115940651,90.37720361664691,5.122054985496675,34.309407442737076,gl_29
Banksia attenuata,E,T,29.512092266663856,281.8382931264455,26.302679918953817,1.8197008586099832,2.312064790175594,NA,162.62672975684805,119.21156336959743,69.59471724936624,233.05281736581986,48.785475760625616,212.24357587707925,gl_30
Banksia marginata,E,S,36.30780547701014,169.82436524617444,19.498445997580458,0.9772372209558108,1.4454397707459274,0.039174187710778297,78.22796970136835,91.59639554480609,27.508766295899353,126.40331915447464,43.42104609169979,142.31559895027507,gl_31
Banksia menziesii,E,T,38.01893963205613,323.5936569296281,18.620871366628677,1.8197008586099832,2.5882129151530915,NA,161.33889236504479,162.2547645645833,58.55803399767802,252.4820497066078,71.11160722302029,265.03562293195006,gl_32
Baptisia leucophaea,NA,H,3.4673685045253166,93.3254300796991,14.791083881682072,3.3884415613920256,3.380648362059816,NA,62.32167331104872,31.003756768650383,28.72962703473985,82.38148353325806,10.94394654644104,64.59580304495925,gl_33
Bellucia grossularioides,NA,T,8.31763771102671,128.82495516931337,14.12537544622754,1,2.1627185237270203,NA,86.74261959572371,42.08233557358966,30.430319152217894,115.1372779175828,13.687677251730577,98.39463601709548,gl_34
Bertya cunninghamii,E,S,16.218100973589298,169.82436524617444,7.079457843841379,1.8197008586099832,3.2359365692962827,0.14387985782558457,55.39988250582477,114.42448274034967,9.625930327086781,119.80359618105958,50.02076906511486,160.19843491908765,gl_35
Beyeria opaca,E,S,14.791083881682072,158.48931924611142,5.7543993733715695,1.4454397707459274,2.747894153102397,0.1193988104464273,40.45829130756138,118.03102793855004,4.362073401756559,111.51298200350647,46.976337242604956,154.12724584435486,gl_36
Bistorta bistortoides,NA,H,1.9952623149688795,83.17637711026708,11.220184543019636,2.344228815319922,3.2210687912834346,NA,65.78531312782167,17.391063982445417,41.90364536237138,77.87739519201104,5.298981918256047,41.272731747895705,gl_37
Boronia ledifolia,E,S,19.498445997580458,158.48931924611142,8.709635899560805,1.096478196143185,1.8967059212111463,0.03507518739525679,56.9954811491681,101.49383809694332,10.940452726938181,114.29072524610854,44.198594000002885,147.54886651917323,gl_38
Bossiaea eriocarpa,E,S,16.218100973589298,199.52623149688787,18.620871366628677,1.8620871366628675,3.81065823393773,NA,115.57057195380666,83.95565954308121,44.79886157016076,165.09443367333503,34.43179782355284,154.7273699267271,gl_39
Bossiaea walkeri,E,S,56.23413251903491,316.22776601683796,11.220184543019636,2.5703957827688635,3.854783576657718,0.12050359403717974,107.78159509619148,208.44617092064647,31.730752572390244,198.38863547693506,117.8391305399029,284.4970134444477,gl_40
Brachychiton populneus,E,T,13.182567385564074,128.85910751752874,8.59273731128364,0.7081334654969633,2.1331810759251453,0.114414167081038,55.18408824862033,73.67501926890841,6.141998487313873,105.53335080099674,23.325756716532,122.71710903021487,gl_41
Bromus inermis,NA,G,1.9952623149688795,56.23413251903491,8.709635899560805,0.7585775750291838,0.8892011178579484,NA,45.896874724731006,10.337257794303902,25.19146583326828,53.58888033119282,2.6452521878420896,31.04266668576663,gl_42
Callitris glaucophylla,E,T,30.902954325135905,234.42288153199223,6.309573444801933,0.9772372209558108,2.8313919957993794,0.20511621788255657,47.41865799623215,187.00422353576008,5.400156708112917,147.9117016148793,86.51117991711294,229.02272482387932,gl_43
Calytrix flavescens,E,S,27.542287033381665,239.88329190194895,14.454397707459272,1.8197008586099832,2.4490632418447453,NA,110.77518485364153,129.10810704830743,35.041293698268156,181.31293756999676,58.57035433195219,204.8419982036808,gl_44
Cassinia laevis,E,S,10,128.82495516931337,6.918309709189364,1.7782794100389228,2.4043628000069335,0.13489628825916536,47.70141107842842,81.12354409088495,7.538958438153242,98.26571766383366,30.559237505479715,121.28599673116013,gl_45
Castilla elastica,D,T,5.7543993733715695,77.62471166286916,7.762471166286917,2.0892961308540396,1.648162391525508,NA,33.8603656402751,43.76434602259406,8.075413250737983,59.80227968932473,17.822431973544433,69.54929841213118,gl_46
Cecropia ficifolia,NA,T,2.6915348039269156,69.18309709189366,17.78279410038923,1.2589254117941673,1.7100153150902877,NA,55.05924296325387,14.123854128639785,37.178351244803274,64.49029692319516,4.692800168698497,32.00474584709038,gl_47
Cecropia longipes,D,T,2.884031503126606,114.81536214968828,19.952623149688797,2.51188643150958,3.0060763026282307,NA,93.23903656706821,21.576325582620072,62.845833202694685,107.56560444131105,7.249757708377231,51.9695289469936,gl_48
Conostephium pendulum,E,S,26.915348039269155,213.79620895022325,10.964781961431852,1.8197008586099832,1.9724227361148536,NA,83.35731274424373,130.43889620597952,22.384735667254784,148.52569086175137,65.27051808847187,191.41147328296847,gl_49
Correa reflexa,E,S,11.748975549395295,70.79457843841381,4.466835921509632,0.31622776601683794,0.8933054837332952,0.03334264127632349,6.543194219675339,64.25138421873847,0.3183481222936949,41.092403328296584,29.702175110117224,70.47623031612011,gl_50
Corymbia gummifera,E,T,14.454397707459272,186.2087136662867,12.882495516931344,1.2302687708123816,1.5205475297324955,0.05610479760324706,106.26212903166007,79.94658463462665,30.137177368994415,156.72433284001005,29.484380826276663,156.0715362972923,gl_51
Cryptocarya alba,E,T,31.622776601683793,144.5439770745928,10.23292992280754,1.3489628825916535,1.233104833228909,NA,48.586264561634636,95.95771251295815,14.79081658690154,90.75743229101134,53.78654478358145,129.75316048769125,gl_52
Dasyphyllum diacanthoides,E,T,15.848931924611133,131.82567385564073,9.549925860214358,1.023292992280754,1.5922087270511702,NA,53.45683756594035,78.36883628970038,10.987670904560211,98.93715220504987,32.88852165059086,120.83800295108051,gl_53
Desmodium canadense,NA,H,2.4547089156850306,63.09573444801933,12.02264434617413,0.7413102413009175,1.4893610777109152,NA,52.47192799289562,10.623806455123706,36.655542642458165,59.808187990766285,3.2875464572530433,26.440191805561163,gl_54
Dodonaea triquetra,E,S,8.128305161640993,95.49925860214358,20.892961308540396,1.023292992280754,1.7988709151287878,0.07481695005111545,63.14536492613696,32.35389367600662,29.144747850496522,83.69465970833217,11.804598893811416,66.35451075164707,gl_55
Dodonaea viscosa angustissima,E,S,7.943282347242816,169.82436524617444,12.302687708123818,3.311311214825911,3.126079367123955,0.18967059212111465,99.0144737715507,70.80989147462374,35.75959392359298,143.24170216127203,26.582663084902407,134.06477132258146,gl_56
Dodonaea viscosa cuneata,E,S,9.772372209558108,112.2018454301963,10,1.9498445997580451,2.2438819237827663,0.11015393095414153,51.43190790882645,60.76993752136985,14.330254200622665,85.88660524754816,26.31524018264814,97.87159122957364,gl_57
Dodonaea viscosa spatulata,E,S,10.23292992280754,131.82567385564073,12.882495516931344,1.9498445997580451,2.618183008218985,0.1517050367459337,70.09244062376145,61.73323323187928,23.555949435115522,106.51213884999379,25.31353500564694,108.26972442052521,gl_58
Drimys winteri,E,T,32.24581739482734,160.0042561606434,8.326459123401811,1.5553905985422494,1.2941416017153042,NA,46.94447503295147,113.05978112769192,12.080313339915767,94.70941529852132,65.29484086212207,147.92394282072763,gl_59
Echinacea purpurea,NA,H,3.981071705534972,77.62471166286916,9.772372209558108,1.3489628825916535,1.1668096170609623,NA,49.94799200137997,27.676719661489187,15.096838166517525,69.09165610266936,8.533055560199799,62.52787349635163,gl_60
Eleagnus angustifolia,NA,T,3.019951720402016,81.2830516164099,14.12537544622754,1.9054607179632472,3.206269324505466,NA,60.16449730827797,21.118554308131934,34.69194578662425,73.84394341734816,7.439108199061749,46.591105829785654,gl_61
Embothrium coccineum,E,T,7.079457843841379,102.32929922807536,14.12537544622754,1.5848931924611136,1.5523870099580823,NA,61.378118363071664,40.95118086500369,22.631465038108757,86.49106704852161,15.838232179553742,79.6978341899666,gl_62
Eremaea pauciflora,E,S,14.12537544622754,199.52623149688787,14.12537544622754,1.7782794100389228,2.3014418174085085,NA,113.77450918354175,85.75172231334612,40.45210779466425,165.67596783950003,33.85026365738784,159.07412370222363,gl_63
Eremophila deserti,E,S,28.84031503126606,218.7761623949552,9.120108393559097,1.2589254117941673,3.4753616144320585,0.19408858775927784,74.62958646665474,144.14657592830048,14.393202776784014,153.2066165590576,65.5695458358976,204.38295961817118,gl_64
Eremophila glabra,E,S,16.613470106052443,158.53133581357054,13.579128415268103,1.804715753597803,2.8059096233565564,0.18957366058256173,76.36577050113362,82.16556531243691,25.866678215786536,120.74098475127039,37.79035106230015,132.66465759778401,gl_65
Eremophila mitchelli,E,S,14.12537544622754,177.82794100389228,9.120108393559097,1.8620871366628675,3.3342641276323497,0.16826740610704674,76.85991401729152,100.96802698660076,16.70613794357013,138.0213164553179,39.806624548574376,161.12180306032215,gl_66
Eriostemon australasius,E,S,12.02264434617413,147.91083881682073,10,1.2589254117941673,1.757923613958693,0.05284452517751805,73.18937813078504,74.72146068603568,16.346458796115204,121.15594606195943,26.754892754861302,131.56438002070553,gl_67
Erythronium americanum,NA,H,1.9054607179632472,44.6683592150963,12.02264434617413,2.344228815319922,1.8923436186449756,NA,29.46485954350869,15.203499671587611,13.27795788760431,39.239919607038786,5.428439608057516,31.390401327491993,gl_68
Eucalyptus dumosa,E,T,29.512092266663856,301.9951720402016,13.489628825916531,1.288249551693134,2.7415741719278826,0.14825180851459538,150.4647779954124,151.53039404478923,37.240209995327525,243.85115068154397,58.14402135865765,264.7549620448741,gl_69
Eucalyptus haemostoma,E,T,18.620871366628677,199.52623149688787,12.02264434617413,1.1748975549395295,2.084490883097289,0.06792036326171846,100.87921057781861,98.64702091906926,24.537865641537742,160.895638574805,38.63059292208288,174.98836585535014,gl_70
Eucalyptus intertexta,E,T,15.848931924611133,181.97008586099827,18.19700858609983,1.2589254117941673,2.654605561975539,0.18578044550916983,110.08685327230752,71.88323258869075,40.61897133020743,154.4957327814643,27.474353079533955,141.35111453079082,gl_71
Eucalyptus paniculata,E,T,13.182567385564074,120.22644346174133,9.120108393559097,0.7943282347242815,1.297179270983956,0.05741164622073274,51.48841492515986,68.73802853658147,8.137953028450033,95.26879836921711,24.957645092524217,112.0884904332913,gl_72
Eucalyptus socialis,E,T,28.84031503126606,281.8382931264455,16.218100973589298,1.5135612484362082,3.4753616144320585,0.17378008287493754,145.88214629331682,135.95614683312866,47.52579246353961,224.85196421795717,56.986328908488304,234.31250066290588,gl_73
Eucalyptus umbra,E,T,24.547089156850294,204.17379446695296,8.511380382023766,1.1220184543019631,1.8749945080674189,0.08035261221856173,68.2339258659519,135.93986860100105,11.427999800435222,146.38231006487436,57.791484402078595,192.74579466651772,gl_74
Eucryphia cordifolia,E,T,30.399881826594704,133.36098105740302,10.610092271509815,0.7420964505064148,1.198329391745088,NA,45.43043779024788,87.93054326715514,10.280555646132125,89.67215371069013,43.6888273467129,123.0804254112709,gl_75
Eupatorium rugesum,NA,H,4.786300923226384,21.379620895022324,6.918309709189364,0.954992586021436,0.835603018231248,NA,7.069868827419462,14.309752067602862,1.7968161376268237,13.860053324536114,7.51956757048621,19.5828047573955,gl_76
Eutaxia microphylla,E,S,11.748975549395295,89.12509381337455,9.549925860214358,1.62181009735893,1.6788040181225603,0.0693425806016569,35.12983717881174,53.99525663456281,9.949123347480814,63.29220988096874,25.832883932405807,79.17597046589373,gl_77
Galax aphylla,NA,H,18.19700858609983,79.43282347242814,4.897788193684462,0.7762471166286917,0.7112135136533291,NA,13.982152282885194,65.45067118954294,2.028348523333724,41.009897819459646,38.422925652968495,77.40447494909442,gl_78
Geijera parviflora,E,T,29.512092266663856,186.2087136662867,10.471285480508996,1.096478196143185,3.198895109691398,0.19769696401118608,68.04129311238681,118.1674205538999,15.35806688867568,131.02131563824386,55.18739802804285,170.85064677761102,gl_79
Gevuina avellana,E,T,52.48074602497726,154.88166189124811,8.912509381337454,1,1.2302687708123816,NA,41.633789168686995,113.24787272256111,10.468687721763844,86.1986609817632,68.68300090948492,144.41297416948427,gl_80
Gompholobium grandiflorum,E,S,28.183829312644537,128.82495516931337,6.918309709189364,1.5488166189124817,1.5922087270511702,0.02333458062281003,33.965373461878656,94.85958170743471,7.916478358964975,72.19327621258778,56.631678956725594,120.90847681034839,gl_81
Grevillea buxifolia,E,S,15.13561248436208,109.64781961431852,8.709635899560805,1.62181009735893,0.7780365510398041,0.02529297996446145,39.1836050520384,70.46421456228012,9.998158307460159,73.95808754601609,35.68973206830243,99.64966130685836,gl_82
Grevillea speciosa,E,S,18.620871366628677,154.88166189124811,8.912509381337454,1.288249551693134,1.318256738556407,0.03689775985701503,56.98695284124761,97.8947090500005,11.725318149497715,111.61469523361849,43.266966657629624,143.1563437417504,gl_83
Gutierrezia sarothrae,NA,S,6.025595860743578,295.1209226666387,14.791083881682072,4.265795188015927,4.954501908047901,NA,230.07204937001606,65.04887329662265,142.15163262314653,272.9766644167857,22.14425824985301,152.96929004349218,gl_84
Hakea dactyloides,E,S,41.68693834703355,257.03957827688646,12.589254117941676,1.1481536214968828,1.367728825595849,0.0460256573581356,100.68243467753814,156.35714359934832,26.59779368317815,182.58887410365784,74.45070417322862,230.44178459370832,gl_85
Hakea tephrosperma,E,S,40.73802778041128,501.18723362727246,12.302687708123818,1.318256738556407,2.3388372386593548,0.09616122783836648,248.05077139454698,253.13646223272548,44.01515622339101,414.50957039345474,86.67766323381773,457.1720774038815,gl_86
Hakea teretifolia,E,S,20.892961308540396,338.84415613920237,14.12537544622754,1.6595869074375609,1.1040786199020731,0.04487453899331321,204.51819491777763,134.32596122142473,60.35132087235574,290.3721946437489,48.471961495453456,278.4928352668466,gl_87
Helianthus microcephalus,NA,H,4.073802778041127,39.810717055349734,10.471285480508996,1.4125375446227544,1.0447202192208,NA,19.52736139299574,20.283355662353994,6.5748673159855855,31.25704411437702,8.553672940972714,33.23584973936415,gl_88
Hibbertia bracteata,E,S,10.964781961431852,109.64781961431852,6.760829753919817,0.8912509381337456,1.1455129414455356,0.02971666031738026,36.17904504641368,73.46877456790484,3.8733500716886073,84.54702145256947,25.100798161749054,105.77446954262992,gl_89
Hibbertia huegelii,E,S,14.791083881682072,181.97008586099827,12.882495516931344,1.0715193052376064,2.0183663636815607,NA,104.2478385417466,77.72224731925166,28.476125697711606,155.11469038076407,26.855395480234193,153.49396016328666,gl_90
Hibbertia subvaginata,E,S,16.982436524617444,245.4708915685031,17.78279410038923,1.8197008586099832,3.2433961734934926,NA,149.7971962896382,95.6736952788649,56.72990632873169,208.13707025054222,37.33382131796088,188.74098523977142,gl_91
Jacksonia floribunda,E,S,33.11311214825911,309.0295432513592,19.952623149688797,2.6302679918953817,5.000345349769784,NA,154.8820188544343,154.1475243969249,56.85267497069893,237.65257245670932,71.37697079464988,252.17686828066027,gl_92
Juniperus monosperma,E,T,77.62471166286916,776.247116628692,7.762471166286917,3.715352290971725,9.141132414702502,NA,209.78700981483172,566.4601068138602,35.088011434268545,489.96444374494416,286.2826728837478,741.1591051944234,gl_93
Kalmia latifolia,E,T,36.30780547701014,104.71285480508996,4.786300923226384,0.933254300796991,1.216186000646368,NA,17.390311067951288,87.32254373713867,3.1340167387779276,47.038710726694234,57.67414407839573,101.57883806631203,gl_94
Koeleria cristata,NA,G,2.0451477162567953,115.68192826999382,18.863301086931383,2.519302535719844,1.8186269707446552,NA,100.21195622391826,15.469972046075554,80.0215452089541,110.48569560343196,5.196232666561855,35.660383061039724,gl_95
Lambertia formosa,E,S,29.512092266663856,223.872113856834,9.33254300796991,0.8912509381337456,1.3396766874259352,0.05093308710571954,77.03939916125215,146.83271469558184,10.776831933358988,164.74161754105828,59.13049631577573,213.09528192347503,gl_96
Larrea tridentata,E,S,12.02264434617413,251.18864315095797,18.19700858609983,1.9498445997580451,4.897788193684462,NA,175.70103696637753,75.48760618458044,86.94195950270841,222.89250624807786,28.296136902880107,164.24668364824956,gl_97
Lasiopetalum ferrugineum,E,S,23.9883291901949,120.22644346174133,8.128305161640993,0.4786300923226383,1.4028137045619582,0.0363915036127207,33.11118992338926,87.11525353835206,3.4727750839287848,84.53355380793673,35.6928896538046,116.75366837781255,gl_98
