"sp","site","strata","SLA.leaf","SLA.disc","LL","Amass","Rmass","Amax","LMA.leaf","LMA","Aarea","Aarea.disc","Rarea","Rarea.disc","sp.site.strata","site2","sp_site_strata","site_strata","LMAp","LMAs","preLL","LMA_ra","LMAp_ra","LMAs_ra","preLL_ra","LMA_all","LMAp_all","LMAs_all","LL_all","Aarea_all","Rarea_all","preLL_all","LMAp_pot","LMAs_pot","preLL_pot","LMAp_pot_all","LMAs_pot_all","preLL_pot_all","ADF","NPE","Lig","LT","LD","Narea","Parea","LAMTUF","MDRBTUF","VEINTUF","cell_mass","cell_area","cell_vol"
"DENA","PNSL","UNDER",335.5635492,288.7708508,40.9808219178082,105.4228817,10.15079736,3.141666667,29.8006145895181,34.629534013895,3.14166666645806,3.65074526767298,0.302499999901658,0.351517382446276,"DENA.PNSL.UNDER","WET","DENA_WET_UNDER","WET_UNDER",2.43282268209626,32.1967113317987,27.0718203665475,56.6077889035412,23.2860265074522,33.321762396089,35.5752154972685,113.608257560215,84.0381028537051,29.5701547065095,7.3972602739726,3.14166666645806,0.302499999901658,6.886609890658,10.5827293875183,24.0468046263767,8.95389571091408,25.588692041989,88.0195655182256,9.02485185026007,32.27,56.1,11.53,0.2225,0.155638355118629,0.0504822411146437,0.00215100836107142,0.432075,2.497975,4.3524,20.74,7.18216535448182,0.0322793948516037
"DOL2","PNSL","UNDER",235.3774904,244.091749,24.5917808219178,45.34939648,4.209255661,1.926666667,42.4849461306008,40.9682016740353,1.92666666650806,1.85788322078843,0.178830000007511,0.172445634817423,"DOL2.PNSL.UNDER","WET","DOL2_WET_UNDER","WET_UNDER",2.90759434575774,38.0606073282775,40.4990420457099,68.4852634341542,23.2269714273691,45.2582920067852,45.3834996794502,48.8610428372502,7.69685018465599,41.1641926525942,11.6712328767123,1.92666666650806,0.178830000007511,14.3707565227925,3.34031976385153,37.6278819101838,9.4960764483273,8.24021831988347,40.6208245173667,9.02581177922181,34.68,51.07,17.9,0.18,0.227601120411307,0.0515767246025493,0.00360484767918147,0.942875,1.883575,5.04755,16.78,6.87446424090312,0.0381914680050173
"GUAD","PNSL","UNDER",290.2665374,259.3132863,21.0082191780822,115.6712152,13.59898728,3.985,34.4510948095252,38.5633923455468,3.9850000015882,4.46067445484377,0.468500000096808,0.52442308198074,"GUAD.PNSL.UNDER","WET","GUAD_WET_UNDER","WET_UNDER",9.37790224971739,29.1854900958294,25.6271646706426,69.7809282744196,35.5295546431144,34.2513736313052,32.0817683668716,83.1179653343809,34.1855951398421,48.9323701945388,14.6301369863014,3.9850000015882,0.468500000096808,5.36526655917341,13.1588492110578,25.404543134489,8.96993963622172,31.7578975354669,51.360067798914,9.03110599171348,32.55,56.02,13.47,0.15375,0.250818812003556,0.0712793151609077,0.00451998363900971,1.084675,4.072975,5.795466667,19.08,7.35789525953032,0.0478562293302785
"HEIS","PNSL","UNDER",287.348525,316.7018602,31.8246575342466,73.17809103,18.13169193,2.546666667,34.8009442540204,31.5754381539941,2.54666666655066,2.31063028754512,0.631000000087002,0.57251611716299,"HEIS.PNSL.UNDER","WET","HEIS_WET_UNDER","WET_UNDER",10.6236658785595,20.9517722754347,58.3596426373279,78.8241992208613,50.5931869672037,28.2310122536575,62.6501871257772,53.0961781915174,42.2799557595823,10.8162224319351,9.5013698630137,2.54666666655066,0.631000000087002,9.40975469018325,10.2818541971201,21.293583956874,8.76720298608612,30.7508433809767,22.3453348105407,9.00295884477117,17.6,69.7,6.36,NA,NA,0.0618412779393943,0.00324031591949184,NA,NA,NA,11.24,3.54907924850894,NA
"LICH","PNSL","UNDER",210.0271116,256.042964,44.9753424657534,92.13189294,2.567581439,4.386666667,47.6129006575359,39.0559453139279,4.38666666594295,3.5982981723333,0.12224999998524,0.10027932027064,"LICH.PNSL.UNDER","WET","LICH_WET_UNDER","WET_UNDER",1.91274962018405,37.1431956937438,22.3064800866125,103.989385518905,22.6266998051049,81.3626857138002,28.2496731733499,35.7705014974482,9.4911636852744,26.2793378121738,19.6931506849315,4.38666666594295,0.12224999998524,32.9550692315039,14.1055548887514,24.9503904251765,9.03891100338913,3.23609514463079,32.5344063528174,8.99572508493967,41.6,50.52,20.02,NA,NA,0.0857508340842221,0.00273821791681489,NA,NA,NA,21.58,8.42827299874563,NA
"OCOI","PNSL","UNDER",146.4500942,207.9669413,37.0849315068493,106.8109353,11.55491243,7.293333333,68.2826464170345,48.0845654481913,7.29333332856265,5.13595740901537,0.788999999837487,0.555612942988454,"OCOI.PNSL.UNDER","WET","OCOI_WET_UNDER","WET_UNDER",12.4121642007062,35.6724012474851,22.7293533560027,51.1864198251392,29.8742766830077,21.3121431421315,23.232483680297,128.40285391614,104.600566780756,23.8022871353847,7.06849315068493,7.29333332856265,0.788999999837487,5.48902245118395,31.278579637595,16.8059858105962,8.60493328540804,66.1786789602965,62.2241749558439,8.97737869092607,NA,NA,NA,NA,NA,0.0891088535742301,0.00695663601696748,NA,NA,NA,NA,NA,NA
"POUA","PNSL","UNDER",209.0854908,256.58311,27.1561643835616,136.8116061,15.2736951,6.543333333,47.8273263330618,38.9737266806065,6.54333333109501,5.3320581428762,0.730499999859388,0.595272818230319,"POUA.PNSL.UNDER","WET","POUA_WET_UNDER","WET_UNDER",11.5879547682209,27.3857719123856,19.104090680615,122.914198278386,63.333489746515,59.5807085318707,25.6613963095302,39.6864773212743,16.270640660107,23.4158366611673,27.7479452054795,6.54333333109501,0.730499999859388,17.3200109963915,24.442930208417,14.5307964721896,8.40486241226962,24.0816521934426,15.6048251278316,9.11259014907855,31.85,50.65,6.23,0.191667,0.203340829045201,0.0660017103396253,0.00702344287201013,0.7173,3.64755,3.188075,25.62,9.98506877557139,0.0520959204013805
"POUB","PNSL","UNDER",314.4278997,337.7860853,12.9369863013699,160.9870846,5.343702155,5.12,31.8037935232247,29.6045350450675,5.1199999985243,4.76594778784394,0.169949999987231,0.1581978177181,"POUB.PNSL.UNDER","WET","POUB_WET_UNDER","WET_UNDER",7.28668673637926,22.3178483086882,14.0429928513243,59.3917942919117,15.8975876301466,43.4942066617651,24.9245083760851,96.3221855664185,22.9234408864416,73.398744679977,9.5013698630137,5.1199999985243,0.169949999987231,22.9353912777838,11.6138800317577,17.9906550133098,8.57680372942325,9.81313711255406,86.5090484538645,9.0212615746918,45.02,47.36,19.98,0.27,0.109646426092842,0.0614449290868701,0.00258437626169724,0.4096,2.3597,4.842,25.04,7.41297557528489,0.0274554650936478
"PROP","PNSL","UNDER",218.2159017,278.3739762,35.8027397260274,77.75759966,10.51800646,3.563333333,45.8261745459222,35.9228981692434,3.5633333342911,2.79327833447098,0.481999999911097,0.377837275006025,"PROP.PNSL.UNDER","WET","PROP_WET_UNDER","WET_UNDER",4.82022102193095,31.1026771473125,28.6581193083738,31.4829368980091,18.098607243343,13.3843296546661,34.4493126045263,35.9228981692434,21.2374950377637,14.6854031314797,8.90958904109589,3.5633333342911,0.481999999911097,19.6911043807249,13.735049912161,22.1878482570824,8.84059187091038,17.2736693867927,18.6492287824507,8.98485363429415,37.74,51.17,13.84,0.135,0.266095541994396,0.081845547739017,0.00544781563001923,0.509,4.52685,6.4691,23.9,8.58557266244918,0.0635968345366606
"PYSU","PNSL","UNDER",249.7121443,243.1330343,31.0684931506849,143.5844829,7.508011804,9.9,40.04611000411,41.129746226344,5.74999999709666,5.90559334371783,0.300666666615141,0.308802620162915,"PYSU.PNSL.UNDER","WET","PYSU_WET_UNDER","WET_UNDER",6.09749475078431,35.0322514755597,20.4143039668746,193.37300684938,53.8574943949971,139.515512454383,26.1534601209022,166.634776658559,35.8038021677384,130.830974490821,15.1890410958904,5.74999999709666,0.300666666615141,21.8180210659839,20.4347919649193,20.6949542614247,8.7985548548453,28.5786632554934,138.056113403066,9.06032223027949,26.19,49.12,10.19,NA,NA,0.0987537072701354,0.00317886021212625,NA,NA,NA,16,6.58075939621505,NA
"SYMG","PNSL","UNDER",321.483587,197.8206697,32.9095890410959,69.92268018,6.767229507,2.175,31.105787058423,50.5508348301785,2.17500000023329,3.53464985666258,0.210500000020219,0.342089101066267,"SYMG.PNSL.UNDER","WET","SYMG_WET_UNDER","WET_UNDER",3.21713113456773,47.3337036956108,47.731352838794,73.5773798883119,25.5799619531048,47.9974179352071,43.4066057889062,56.6077889035412,37.0053375739514,19.6024513295898,5.88493150684932,2.17500000023329,0.210500000020219,3.59366803396699,4.91649330414752,45.634341526031,9.72690553277143,11.062311606479,45.5454772970622,9.00175785039751,28.78,56.23,10.67,0.205,0.246589438195993,0.0416817546582868,0.00208502090652609,0.396925,2.788125,NA,18.11,9.15475618774533,0.0446573472572943
"TACV","PNSL","UNDER",241.1341185,299.0541493,25.7095890410959,129.5292107,2.431837585,5.371666667,41.4706971464928,33.4387602492964,5.37166666856395,4.3312962218779,0.100849999996993,0.081317633970043,"TACV.PNSL.UNDER","WET","TACV_WET_UNDER","WET_UNDER",3.38977976039263,30.0489804889038,16.4739844982151,73.415800759049,14.2158599219889,59.1999408370602,24.7242873745523,56.9048618256346,19.0898078446427,37.8150539809919,6.21369863013699,5.37166666856395,0.100849999996993,27.2201137068816,14.9042089740141,18.5345512752823,8.62563376111644,3.7497507056819,53.1551111199527,8.98996265857328,39.99,52.05,20.22,0.1425,0.234657966661729,0.113339415301365,0.00387377782045389,0.461275,5.689825,4.27785,19.77,6.61084290128591,0.0463918800090239
"TONR","PNSL","UNDER",152.4650802,194.6023273,28.1424657534247,57.87066227,1.231917848,3.795666667,65.5887891632775,51.3868469033464,3.79566666636627,2.97379086226375,0.0807999999989506,0.0633043738526759,"TONR.PNSL.UNDER","WET","TONR_WET_UNDER","WET_UNDER",3.59293040271717,47.7939165006292,30.7996646083461,41.0651190684113,8.32185128387703,32.7432677845343,28.5635067816302,17.7511155296699,5.95260276951894,11.7985127601509,6.24657534246575,3.79566666636627,0.0807999999989506,9.39549552936551,9.01057201195313,42.3762748913932,9.65566496575048,1.30812019186829,16.4429953378016,8.9612275243406,34.21,57.67,19.43,NA,NA,0.0810021546166478,0.00504968087768074,NA,NA,NA,14.78,7.59497597231459,NA
"VIR1","PNSL","UNDER",244.0569695,280.9624695,31.0027397260274,63.45481207,0.849318254,2.6,40.9740398747351,35.5919422896445,2.6,2.25848000919568,0.0348000000057364,0.0302288862819096,"VIR1.PNSL.UNDER","WET","VIR1_WET_UNDER","WET_UNDER",1.00227063992414,34.5896716497203,25.9606703044948,90.6361058346497,15.7660677259776,74.870038108672,36.0692787665559,77.0949742825505,53.1693467175412,23.9256275650093,1.11780821917808,2.6,0.0348000000057364,4.14886645636838,4.47925382492068,31.1126884647238,9.28124725419478,2.21331628692593,74.8816579956246,8.98318292216505,33.66,59.3,17.69,0.145,0.245461670963065,0.0765804805258798,0.00345247259984518,0.372775,2.2183,3.250625,15.97,5.68403318365622,0.0392002288528015
"ALBG","PNM","CAN",108.8820038,115.5234445,6.01643835616438,136.9191198,12.79363545,12.575,91.8425419352909,86.5625158882793,12.5750000019746,11.8520634830967,1.17500000032145,1.10744927190948,"ALBG.PNM.CAN","DRY","ALBG_DRY_CAN","DRY_CAN",56.2344498519754,30.3280660363039,5.76546568749428,48.8610428372502,31.2997722116731,17.5612706255771,4.09158608034644,67.1840891393765,35.7884596084054,31.3956295309711,37.0849315068493,12.5750000019746,1.17500000032145,29.7542628300985,51.6884925540003,34.8740233342789,9.12971491236271,47.2831893449799,19.9008997943966,9.16147831637776,22.72,61.76,12.37,0.19,0.45559218888568,0.278007374438125,0.00930364949804497,0.3901,4.1777,4.5685,10.35,8.95922039443691,0.0471537915496679
"AMPP","PNM","CAN",134.4509334,148.1443752,4.01095890410959,72.56989128,9.290559495,5.3975,74.3765755069128,67.5017190932808,5.39749999831537,4.89859241581249,0.690999999781333,0.627128737250903,"AMPP.PNM.CAN","DRY","AMPP_DRY_CAN","DRY_CAN",35.5122756476003,31.9894434456805,8.13492700169324,47.1895532706985,29.3164402151877,17.8731130555108,6.23783112890044,80.0349470995811,34.9826408910405,45.0523062085407,4.01095890410959,5.39749999831537,0.690999999781333,26.6451726914516,12.8402379520496,54.6614811412313,9.81218631197808,42.5178051964347,37.5171419031464,8.88754854349637,25.58,61.65,12.55,0.22,0.306825995878549,0.187205840550899,0.0127407073843342,0.1827,0.7643,1.2721,13.03,8.79547399785449,0.039979427262975
"ANAE","PNM","CAN",80.22122541,90.27216473,9.20547945205479,50.8923454,13.878272,6.344,124.655288533569,110.776118307449,6.34399999998704,5.63765647497396,1.73000000050735,1.53738110097496,"ANAE.PNM.CAN","DRY","ANAE_DRY_CAN","DRY_CAN",54.9635904296004,55.8125278778486,13.8673441426816,40.9468905714,31.0483991587159,9.89849141268413,6.14763279886729,30.4383226981149,18.8659754190473,11.5723472790676,5.68767123287671,6.34399999998704,1.73000000050735,6.44752678151346,36.8236799645659,73.9524383428831,10.0359108476001,27.4713417593631,2.96698093875184,8.79873288066018,34.26,59.85,16.02,0.23,0.481635296988908,0.158436871726166,0.0176000801880546,1.3451,5.8012,8.9376,18.24,20.2055639792787,0.0878502781707769
"ANNS","PNM","CAN",141.4510298,167.8622607,7.1013698630137,199.4459521,5.021511559,14.1,70.6958444497659,59.5726517580494,14.1000000057971,11.8815242490059,0.355000000077765,0.299144759403327,"ANNS.PNM.CAN","DRY","ANNS_DRY_CAN","DRY_CAN",24.8201096814627,34.7525420765867,4.69252833977968,38.5633923455468,11.7165589412361,26.8468334043107,3.92557711991118,109.851467053254,65.8402493511138,44.0112177021399,7.1013698630137,14.1000000057971,0.355000000077765,20.4862526397549,41.186137237105,18.3865145209444,8.35349990526211,22.3120333708878,87.539433682366,8.99908698305265,25.79,58.42,9.89,NA,NA,0.161398612878816,0.0121321138660243,NA,NA,NA,15.9,9.47205162952985,NA
"ANTT","PNM","CAN",147.1279109,145.6775126,5.91780821917808,138.9623118,22.06918664,9.445,67.9680690008357,68.6447744852557,9.44499999693804,9.53903655546079,1.50000000033984,1.51493433997582,"ANTT.PNM.CAN","DRY","ANTT_DRY_CAN","DRY_CAN",42.5474529293169,26.0973215559388,5.68459123817729,63.0901681850953,44.9636659369923,18.126502248103,4.81481382733028,105.239260949885,68.5692397469288,36.6700212029565,5.75342465753425,9.44499999693804,1.50000000033984,12.0902089180494,38.4939087669029,30.1508657183529,8.86057299220792,82.2703303383765,22.9689306115088,8.85840088407281,34.44,56.68,20.33,NA,NA,0.136887690967683,0.0096868091939991,NA,NA,NA,14.11,9.68577767986958,NA
"ARIC","PNM","CAN",127.1428571,113.2548111,5.68767123287671,154.4785714,15.21437662,12.15,78.6516854197702,88.2964697293994,12.1500000018483,13.639912503461,1.19663636377415,1.34337574467951,"ARIC.PNM.CAN","DRY","ARIC_DRY_CAN","DRY_CAN",58.9833066067273,29.3131631226721,5.82496581059048,79.7420436749948,49.4214826643261,30.3205610106687,4.28496117860606,120.305706694652,51.4288238590787,68.8768828355737,5.91780821917808,12.1500000018483,1.19663636377415,5.76843306927636,50.5783772542685,37.7180924751309,9.1558680485542,80.2504334633437,40.0552732313087,8.91537736172102,NA,NA,NA,0.29,0.304470585273791,0.206382022541477,0.0115500000038933,0.4461,1.8813,3.3323,NA,NA,NA
"ARRP","PNM","CAN",124.4482899,132.9092239,5.03013698630137,136.0219809,11.92836859,10.93,80.3546598192347,75.2393227991756,10.9300000031579,10.2342017287184,0.958500000247894,0.897482374810557,"ARRP.PNM.CAN","DRY","ARRP_DRY_CAN","DRY_CAN",48.2799687060185,26.9593540931571,5.41041210586688,35.5919422896445,22.40461608052,13.1873262091245,4.27712956169271,104.278614473566,53.5800772963813,50.6985371771851,7.0027397260274,10.9300000031579,0.958500000247894,20.2868045699592,40.3401910547367,34.8991317444388,9.04602092929044,61.6716302066107,42.6069842669557,8.95358497126481,19.84,68.5,10.25,0.21,0.358282489519884,0.203377644002483,0.00896436584943382,0.2868,2.8084,2.8234,9.59,7.21545105644094,0.0343592907449568
"ASTG","PNM","CAN",136.8332879,116.2074414,8.90958904109589,206.9603479,10.20776327,15.125,73.0816320609658,86.0530089943104,15.1249999964373,17.8095606793043,0.745999999463581,0.878408744485101,"ASTG.PNM.CAN","DRY","ASTG_DRY_CAN","DRY_CAN",41.7579769278828,44.2950320664276,6.22950655293578,17.7511155296699,9.8445522527504,7.90656327691947,3.58690605166588,34.629534013895,10.9956834739163,23.6338505399787,5.03013698630137,15.1249999964373,0.745999999463581,3.26266820164722,59.331627231584,26.7213817627264,8.89738853096834,19.8629105847249,14.7666234291701,8.88443063796124,17.92,69.69,8.34,0.13,0.661946223033157,0.228233936926396,0.0143744262100714,0.5417,3.1908,4.827,9.58,8.24387826165494,0.0634144481665764
"BONM","PNM","CAN",178.5772418,174.8646688,5.88493150684932,138.1741408,25.09010247,7.7375,55.9981770308651,57.1870811217869,7.73749999760608,7.90177579886281,1.40499999983761,1.43482972530584,"BONM.PNM.CAN","DRY","BONM_DRY_CAN","DRY_CAN",31.5170110034609,25.670070118326,5.78066579935651,144.14903419884,97.0553016780278,47.0937325208123,5.68992331531495,86.5625158882793,55.2182429226217,31.3442729656576,3.51780821917808,7.73749999760608,1.40499999983761,6.83667605846195,30.0232573386557,27.1638237831312,8.72146933816434,68.176344867268,18.3861710210113,8.77461566940751,NA,NA,NA,0.16,0.357419257011168,0.155170948552527,0.0102185473445923,0.3353,2.2009,2.1801,NA,NA,NA
"CAS4","PNM","CAN",115.6205288,116.8281394,5.91780821917808,197.1330016,10.49256299,17.05,86.4898310342272,85.5958166530554,17.049999999654,16.8737602612201,0.907500000121086,0.898119497912675,"CAS4.PNM.CAN","DRY","CAS4_DRY_CAN","DRY_CAN",58.4341329838012,27.1616836692542,4.54442064606692,59.5726517580494,30.2480803871223,29.3245713709271,3.56430566746984,89.7397531275365,23.2006205850433,66.5391325424932,31.0684931506849,17.049999999654,0.907500000121086,11.1323946617567,62.0314659567775,23.5643506962779,8.70280093153622,48.837674555077,40.9020785724595,9.11900928790416,34.01,53.48,15.79,0.35,0.244559476151587,0.208440492792488,0.0148035994798183,0.5128,3.3586,3.2511,18.22,15.5955577941867,0.0445587365548191
"CECL","PNM","CAN",113.6589317,110.2346096,2.92602739726027,233.7111783,21.25422023,20.5625,87.982526761687,90.7156113337385,20.5624999992851,21.2012524150129,1.87000000018476,1.92808958158636,"CECL.PNM.CAN","DRY","CECL_DRY_CAN","DRY_CAN",83.8032069092894,6.91240442444909,2.14143487027587,60.6718361570752,43.048431673406,17.6234044836693,2.96912954255429,67.9804169112118,47.9309461273936,20.0494707838182,2.92602739726027,20.5624999992851,1.87000000018476,7.00786924189833,69.5553416230602,21.1602697106783,8.23970506510768,56.3035626306707,11.6768542805411,8.69514605447262,25.54,56.61,10.92,NA,NA,0.240016333005882,0.0173545534037428,NA,NA,NA,14.62,13.2626223769926,NA
"CECP","PNM","CAN",137.9364469,146.3030198,3.74794520547945,248.9752867,11.78896833,18.05,72.4971552098171,68.3512890825511,18.0500000032986,17.0177817956427,0.854666666783629,0.80579118230887,"CECP.PNM.CAN","DRY","CECP_DRY_CAN","DRY_CAN",54.2662654172326,14.0850236653185,2.80343041189622,89.7397531275365,41.3995943298314,48.3401587977051,3.49623638364091,43.9754769802749,26.0966902869514,17.8787866933235,2.97534246575342,18.0500000032986,0.854666666783629,3.91050368514359,51.5376341541497,16.8136549284015,8.18788252769468,26.1814396212525,17.7940373590225,8.80242212333869,27.54,62.51,14.23,NA,NA,0.216331511146094,0.0119903045001517,NA,NA,NA,13.31,9.09755657688755,NA
"CHRC","PNM","CAN",73.0393627,81.35756601,5.01369863013699,82.89967666,3.794394892,11.35,136.912476099685,122.914198278386,11.3499999993839,10.1895472942013,0.519499999963718,0.466385006101782,"CHRC.PNM.CAN","DRY","CHRC_DRY_CAN","DRY_CAN",78.1102546144508,44.803943663935,8.51397815472563,79.1286628909286,30.4423505770213,48.6863123139072,4.508699660349,140.674859667466,62.8097789934961,77.8650806739695,35.8027397260274,11.3499999993839,0.519499999963718,6.30502482911808,40.7440519775912,82.1701463007946,10.2701393740831,41.7348255061306,98.9400341613349,9.09704873285041,37.96,55.41,24.04,0.31,0.396497413801244,0.233025034321664,0.0138486969574832,1.0472,4.1958,5.38985,13.92,17.1096564003513,0.0551924400011332
"COMF","PNM","CAN",124.4205919,143.3056316,5.06301369863014,197.5176897,23.63991246,15.875,80.3725480428292,69.7809282744196,15.8750000047219,13.7829677378848,1.89999999991963,1.64961503578482,"COMF.PNM.CAN","DRY","COMF_DRY_CAN","DRY_CAN",54.0420509542564,15.7388773201632,3.32841103491338,120.305706694652,82.5378946740293,37.7678120206231,3.74807440051606,110.776118307449,51.9662544990909,58.8098638083581,4.93150684931507,15.8750000047219,1.89999999991963,5.05484614787931,52.6946602648423,17.0862680095773,8.24816365099949,90.7445318763632,20.0315864310858,8.81828180422987,23.15,63.28,11.22,NA,NA,0.189357723188906,0.0126417980816566,NA,NA,NA,11.93,8.32486474313826,NA
"CORA","PNM","CAN",105.7057487,118.2462252,5.75342465753425,222.510601,7.616099192,21.05,94.6022342491577,84.5692958323713,21.0499999987229,18.8175648418077,0.720499999826405,0.644088145656932,"CORA.PNM.CAN","DRY","CORA_DRY_CAN","DRY_CAN",59.3026476401483,25.2666481922231,3.85506528118175,90.7156113337385,34.3628371318046,56.3527742019339,3.32593136704437,98.4080920517481,32.8577089018387,65.5503831499094,7.56164383561644,21.0499999987229,0.720499999826405,14.80230344826,65.8454894044228,18.7238064279485,8.40686790800393,41.1295412580783,57.2785507936698,8.97707029257598,30.31,54.85,12.08,0.243333,0.347545527455673,0.242749333083339,0.014764570699266,0.7111,2.076033333,3.137766667,18.23,15.4169826302413,0.0633575496551692
"DOL2","PNM","CAN",120.2180275,129.7101412,4.94794520547945,100.3519985,13.93326939,8.3475,83.1821999408533,77.0949742825505,8.34750000369121,7.73663474356005,1.15900000022875,1.0741850452939,"DOL2.PNM.CAN","DRY","DOL2_DRY_CAN","DRY_CAN",48.6498258207051,28.4451484618455,6.60902508768525,53.0961781915174,36.5179681602245,16.5782100312928,5.0295458138229,48.7659521731962,22.8967361988717,25.8692159743245,9.22191780821918,8.34750000369121,1.15900000022875,15.3283625965785,31.0441456881456,46.050828594405,9.39928448995567,37.3054033759344,11.4605487972618,8.93765415734791,NA,NA,NA,0.3325,0.231864584308423,0.118285088315893,0.00771930815451119,0.868275,4.750725,3.535075,NA,NA,NA
"DOLO","PNM","CAN",141.3323433,164.8211202,7.03561643835616,127.6761056,0.722208274,9.03375,70.755212618059,60.6718361570752,9.03374999797375,7.74634376013663,0.0510999999813914,0.0438177020714121,"DOLO.PNM.CAN","DRY","DOLO_DRY_CAN","DRY_CAN",11.7790753456495,48.8927608114258,6.97123642520431,96.3221855664185,15.6876363046866,80.6345492617319,5.31851535165197,101.220722674611,2.25359587826361,98.9671267963476,12,9.03374999797375,0.0510999999813914,5.26290101109778,26.3153757283615,34.3564604287137,8.45229955325203,3.44402300438811,97.7766996702231,9.0180889252273,NA,NA,NA,NA,NA,0.115967793480999,0.00697646396414061,NA,NA,NA,NA,NA,NA
"DRSE","PNM","CAN",199.3770409,244.2187883,1.97260273972603,257.6948254,16.00000754,12.925,50.1562263882511,40.9468905714,12.9250000018432,10.5518018164698,0.802500000389965,0.655150557881955,"DRSE.PNM.CAN","DRY","DRSE_DRY_CAN","DRY_CAN",34.964145332626,5.98274523877401,1.67642320553523,43.9754769802749,25.2332373871352,18.7422395931398,3.73182940305534,107.958879828137,92.4951980762361,15.4636817519013,8.51506849315068,12.9250000018432,0.802500000389965,2.59910573548176,28.0970008348527,12.8498897365473,7.65083034786345,53.5571454290071,54.4017343991302,8.97811159897171,NA,NA,NA,0.45,0.0909930901586666,0.0985569848529134,0.00838461636532394,0.1737,0.9094,1.7475,NA,NA,NA
"FIIN","PNM","CAN",77.29680051,71.08590706,3.02465753424658,211.0202654,18.89906772,27.3,129.371460836937,140.674859667466,27.3000000009962,29.6852462221363,2.4449999993926,2.65862369935693,"FIIN.PNM.CAN","DRY","FIIN_DRY_CAN","DRY_CAN",134.672621162781,6.0022385046841,2.11762747921979,39.0559453139279,29.1862688971043,9.86967641682352,2.44625391096867,149.129125056068,35.8578699151571,113.271255140911,9.36986301369863,27.3000000009962,2.4449999993926,21.1779939393383,112.045231593135,28.6296280743302,8.63534373536088,124.441515829372,24.6876092266961,8.91070156255342,27.25,59.9,8.55,0.4,0.351687149168664,0.273491268209285,0.0225740262014371,0.67855,6.59805,5.805525,18.7,26.3061987578161,0.0657654968945402
"FORS","PNM","CAN",125.6437546,98.79399925,3.51780821917808,219.8765706,18.77676111,17.5,79.5901080148078,101.220722674611,17.5000000039795,22.2560653753472,1.49444444491314,1.90059732904274,"FORS.PNM.CAN","DRY","FORS_DRY_CAN","DRY_CAN",89.3917217597996,11.8290009148117,3.22231706578415,15.608121299586,11.5587656210477,4.04935567853832,3.00168878334786,69.7809282744196,10.1302854016555,59.6506428727642,6.01643835616438,17.5000000039795,1.49444444491314,20.4176549112753,69.4074260343613,31.81329664025,8.78559321113559,54.0302957901319,15.7506324842877,8.85392872050937,22.54,63.02,12.94,NA,NA,0.22778688913838,0.0130838178565542,NA,NA,NA,9.6,9.71718937676268,NA
