"sp","site","strata","SLA.leaf","SLA.disc","LL","Amass","Rmass","Amax","LMA.leaf","LMA","Aarea","Aarea.disc","Rarea","Rarea.disc","sp.site.strata","site2","sp_site_strata","site_strata","LMAp","LMAs","preLL","LMA_ra","LMAp_ra","LMAs_ra","preLL_ra","LMA_all","LMAp_all","LMAs_all","LL_all","Aarea_all","Rarea_all","preLL_all","LMAp_pot","LMAs_pot","preLL_pot","LMAp_pot_all","LMAs_pot_all","preLL_pot_all","ADF","NPE","Lig","LT","LD","Narea","Parea","LAMTUF","MDRBTUF","VEINTUF","cell_mass","cell_area","cell_vol"
"GOUL","PNM","CAN",253.8095238,270.1239596,3.02465753424658,240.9921429,12.30075167,9.495,39.3996247669568,37.0200407798257,9.49500000204484,8.92153895777559,0.484645000149518,0.45537432844591,"GOUL.PNM.CAN","DRY","GOUL_DRY_CAN","DRY_CAN",22.9199416280963,14.1000991517295,2.88938037464837,35.9228981692434,16.8161933867954,19.1067047824481,4.57844143691506,73.5773798883119,26.0294113472558,47.5479685410561,13.841095890411,9.49500000204484,0.484645000149518,3.63838669727348,20.8092336943669,16.2108070854588,8.12851707939913,25.1899151609462,48.3874647273657,9.02024245414219,23.13,60.45,9.28,0.19,0.19484231989382,0.133801125708585,0.00704544090082722,0.3596,1.4943,2.2376,13.85,5.12727564800586,0.026985661305294
"GUAU","PNM","CAN",127.7546628,175.731909,6.60821917808219,247.5246593,13.47811693,19.375,78.2750295044417,56.9048618256346,19.3750000097844,14.0853565359038,1.05500000036007,0.766970381571397,"GUAU.PNM.CAN","DRY","GUAU_DRY_CAN","DRY_CAN",35.8723957603356,21.032466065299,3.05914986555971,49.6651877489566,27.0003773759061,22.6648103730505,3.30724009513356,190.566764863116,88.1289491869774,102.437815676139,19.9890410958904,19.3750000097844,1.05500000036007,13.9031643145374,46.2321846452042,10.6726771804305,7.99342431530255,98.5069311675788,92.0598336955374,9.08417737062508,21.82,44.46,9.65,NA,NA,0.17940636762418,0.0118688427237585,NA,NA,NA,12.17,6.92532168417974,NA
"LUE1","PNM","CAN",95.65074329,101.188022,6.11506849315068,147.8601073,34.29079147,15.45833333,104.547018204358,98.825926254394,15.4583333295914,14.6124120599966,3.58500000005593,3.38881922901902,"LUE1.PNM.CAN","DRY","LUE1_DRY_CAN","DRY_CAN",82.3578279985768,16.4680982558172,4.32362133112887,96.0792798562051,75.7481857100042,20.3310941462009,3.79178199599232,59.3917942919117,33.7496557895307,25.642138502381,7.98904109589041,15.4583333295914,3.58500000005593,4.55609485945408,73.349959839088,25.4759664153061,8.54258065878447,55.9580852341643,3.43370905774734,8.81623073209066,31.89,59.02,15.97,0.2275,0.43439967584349,0.184316393094283,0.0161420596107529,0.680725,2.90895,3.354125,15.92,15.7330874596995,0.0691564283942836
"MACR","PNM","CAN",224.1964497,247.8643932,5.91780821917808,279.1245799,23.12586379,12.45,44.6037393249586,40.3446411600196,12.4500000010482,11.2611810150067,1.03150000015366,0.933004676123041,"MACR.PNM.CAN","DRY","MACR_DRY_CAN","DRY_CAN",21.674447216027,18.6701939439926,3.09465844168216,96.5625133805468,52.410115291264,44.1523980892827,4.31198710760675,90.6639893856549,19.5520186550917,71.1119707305632,3.02465753424658,12.4500000010482,1.03150000015366,3.56765608919467,30.5327374961622,9.81190366385743,7.83664081938792,57.3285752681355,33.3354141175194,8.82077881653987,NA,NA,NA,NA,NA,0.198129810081466,0.0119850247566164,NA,NA,NA,NA,NA,NA
"MIKL","PNM","CAN",131.6252343,126.8645936,7.0027397260274,192.1728421,2.790454968,14.6,75.9732740699858,78.8241992208613,14.6000000016714,15.1478703905295,0.212000000063818,0.219955378314474,"MIKL.PNM.CAN","DRY","MIKL_DRY_CAN","DRY_CAN",32.7302771784873,46.093922042374,6.05135090039707,62.1200138939114,13.3378016103391,48.7822122835723,3.9973504096047,73.415800759049,52.0812156892506,21.3345850697985,5.53972602739726,14.6000000016714,0.212000000063818,13.3916024271016,48.6729517065002,30.1512475143611,8.70391941499769,8.73572085411264,64.6800799049364,8.97509237613789,33.64,53.57,12.02,0.37,0.213038376272598,0.143019688436748,0.0100835528009389,0.935,2.5139,3.3653,21.62,17.0417918715502,0.0460588969501357
"PACK","PNM","CAN",135.0043643,148.8447656,12.2301369863014,201.8315246,3.812523247,14.95,74.0716794738465,67.1840891393765,14.949999997889,13.5598671398627,0.282399999938372,0.256140901672393,"PACK.PNM.CAN","DRY","PACK_DRY_CAN","DRY_CAN",17.7410335993069,49.4430555400696,5.78113645066141,25.4202550215349,7.03479030176857,18.3854647197663,3.75208243113287,125.154815630852,95.7635937214495,29.3912219094021,4.94794520547945,14.949999997889,0.282399999938372,4.05880465957225,47.6515461496078,19.5325429897687,8.53334951851803,18.3125299629445,106.842285667907,8.99550672417822,NA,NA,NA,0.25,0.268736356557506,0.260065666632675,0.0109107583864976,0.2661,2.4866,2.7562,NA,NA,NA
"PASV","PNM","CAN",206.5374823,227.3994664,2.00547945205479,130.2218826,24.34044229,6.305,48.4173617720138,43.9754769802749,6.30500000047691,5.72656940060436,1.17850000004575,1.0703825596136,"PASV.PNM.CAN","DRY","PASV_DRY_CAN","DRY_CAN",36.1031625157892,7.8723144644857,3.04800683290451,44.2913385783178,32.706013929341,11.5853246489768,5.24165775214446,103.989385518905,63.0588063815537,40.9305791373514,18.1643835616438,6.30500000047691,1.17850000004575,3.57196566511349,15.8778594135858,28.0976175666891,8.48809232914566,74.5977693242049,29.3916161947002,9.110534558736,20.68,62.98,9.78,0.17,0.258679276354558,0.165393707813199,0.00944816397619077,0.195,1.1095,1.6738,10.9,4.79332699084997,0.0281960411226469
"PHI?","PNM","CAN",245.6556886,251.9749969,2.97534246575342,270.6511549,4.028753293,11.0175,40.7073821778373,39.6864773212743,11.0174999993874,10.7411909209155,0.163999999998372,0.159887026195653,"PHI?.PNM.CAN","DRY","PHI?_DRY_CAN","DRY_CAN",21.8341937102626,17.8522836110116,3.03708539543387,150.381107057531,31.3852644448968,118.995842612634,4.80479659094541,87.2557038689327,45.8115984825081,41.4441053864245,7.16712328767123,11.0174999993874,0.163999999998372,3.43207028303971,22.6263655813195,17.0601117399548,7.89824305547539,7.5500896222524,79.7056142466803,9.01270802755618,24.77,58.62,15.22,0.27,0.146986953041756,0.114224914391012,0.0105236724406145,0.1507,1.3104,2.1129,9.55,3.79005858418169,0.0140372540154877
"PHOC","PNM","CAN",111.3237756,113.6999365,8.28493150684931,205.9489849,9.440256174,18.5,89.8280708330557,87.9507967007528,18.5000000035931,18.1133773016663,0.848000000280264,0.8302780515625,"PHOC.PNM.CAN","DRY","PHOC_DRY_CAN","DRY_CAN",50.2122855428605,37.7385111578923,5.22445375663702,80.0349470995811,35.7260143125713,44.3089327870099,3.54345376544174,40.3446411600196,33.7319693769626,6.61267178305702,31.9232876712329,18.5000000035931,0.848000000280264,7.83686788102907,66.5770014987464,21.3737952020063,8.6628227604397,23.6857381002063,16.6589030598133,9.08844883489722,35.41,55.63,17.84,0.18125,0.485245774900705,0.217383931415995,0.0113470819076316,1.032925,3.057575,4.48135,17.57,15.4529549803223,0.0852576826500538
"PITC","PNM","CAN",147.1220764,183.491394,8.31780821917808,147.4163206,15.66850114,10.02,67.9707644474218,54.4984687401743,10.0200000032082,8.03396374001061,1.0650000002311,0.853909319583675,"PITC.PNM.CAN","DRY","PITC_DRY_CAN","DRY_CAN",22.9584878109963,31.5399809291779,5.30557158399011,83.5847332949368,49.4638652125809,34.1208680823558,4.86384672506619,49.6651877489566,26.2823683656016,23.3828193833551,14.1041095890411,10.0200000032082,1.0650000002311,6.68594545656066,35.1706919930648,19.3277767471095,8.52286056678566,35.3411387191326,14.324049029824,9.02469107053806,25.83,59.52,9.04,NA,NA,0.215535294062775,0.00973273376122634,NA,NA,NA,16.79,9.15029290147526,NA
"PPRE","PNM","CAN",149.4026217,166.6857793,7.92328767123288,134.0515023,9.031388483,8.9725,66.9332297265838,59.9931202409419,8.97249999863958,8.0421678959628,0.604500000082663,0.541821175203277,"PPRE.PNM.CAN","DRY","PPRE_DRY_CAN","DRY_CAN",21.077343113123,38.9157771278189,6.41013536562942,125.154815630852,50.9382623688718,74.2165532619799,5.26470418431648,68.3512890825511,40.6894045141022,27.661884568449,31.8246575342466,8.97249999863958,0.604500000082663,4.86928159106907,30.5614455190994,29.4316747218424,9.00956029970208,29.935099209328,38.4161898732232,9.10398554441425,25.33,62.39,9.47,0.16,0.374957001505887,0.177172259086267,0.0171101415150066,0.7772,3.6458,5.6309,15.86,9.51490887021338,0.0594681804388336
"SECD","PNM","CAN",162.670977,156.9126303,10.9479452054795,259.4602083,15.04706537,15.95,61.4737809068424,63.7297327874823,15.9499999990779,16.5353297439435,0.924999999846316,0.958945455265879,"SECD.PNM.CAN","DRY","SECD_DRY_CAN","DRY_CAN",26.4343122375547,37.2954205499276,4.81696754345707,91.9718596938304,43.2050586712346,48.7668010225958,3.8955742130205,51.3868469033464,9.73209242758284,41.6547544757635,11.013698630137,15.9499999990779,0.924999999846316,11.9121468987125,49.6847965766988,14.0449362107835,8.30900971860931,31.7253127364662,19.6615341668802,8.97933931146571,NA,NA,NA,0.15,0.424864885249882,0.171942165196438,0.007717418455045,0.4724,6.7349,6.0464,NA,NA,NA
"SERA","PNM","CAN",190.5442009,204.6620256,8.05479452054795,263.4273578,42.77717311,13.825,52.4812613176726,48.8610428372502,13.8250000029258,12.8713354139694,2.24500000041723,2.09013728778418,"SERA.PNM.CAN","DRY","SERA_DRY_CAN","DRY_CAN",28.6773734442245,20.1836693930258,3.49292674216393,39.6864773212743,30.0536371165238,9.63284020475041,3.88066107143893,57.6666863281234,41.1763302867304,16.4903560413929,8.81095890410959,13.8250000029258,2.24500000041723,2.75243213477752,38.4815198950659,10.3795229421843,7.85671157890726,51.6169648960126,6.04972143211079,8.89412381568907,NA,NA,NA,0.28,0.174503724418751,0.122963595267307,0.00867987580932987,0.4362,1.8507,2.4058,NA,NA,NA
"SPOM","PNM","CAN",110.921297,118.4880844,5.68767123287671,143.0884731,10.62071418,12.9,90.1540125337698,84.3966720420707,12.8999999972954,12.0761909372214,0.957499999301306,0.89635293150203,"SPOM.PNM.CAN","DRY","SPOM_DRY_CAN","DRY_CAN",54.3476838022561,30.0489882398146,5.54552912950355,75.2393227991756,41.1224747523685,34.1168480468071,4.15804798311498,70.8060930138463,51.0911484050903,19.7149446087561,32.9095890410959,12.8999999972954,0.957499999301306,6.93617816609745,50.4132482898175,33.9834237522533,9.04720589422986,43.2176084623492,27.5884845514971,9.13178997785091,NA,NA,NA,0.231667,0.364301657301518,0.14731165648018,0.0120382652936343,0.887,2.980675,5.476166667,NA,NA,NA
"STIH","PNM","CAN",134.3040671,168.373428,4.93150684931507,151.3942596,14.76673218,11.2725,74.4579089518876,59.3917942919117,11.2724999971352,8.99157672313947,1.09950000017535,0.877022719998312,"STIH.PNM.CAN","DRY","STIH_DRY_CAN","DRY_CAN",38.1036205860071,21.2881737059046,4.23121488264831,41.7879433747542,27.5465714053783,14.2413719693759,4.22483106341278,94.3908744820573,59.7190357302113,34.6718387518461,12.2301369863014,11.2724999971352,1.09950000017535,18.5954825294992,38.0689783109859,21.3228159809258,8.44979174740028,62.900019818743,31.4908546633143,9.02074260692829,NA,NA,NA,0.21,0.282818068056722,0.118164701506646,0.0102982733871356,0.3404,2.0007,3.2288,NA,NA,NA
"STIR","PNM","CAN",191.434644,238.987051,6.54246575342466,82.41261424,31.96958555,4.305,52.2371488830413,41.8432712490352,4.30499999989553,3.44841337198642,1.67000000010447,1.33771203988789,"STIR.PNM.CAN","DRY","STIR_DRY_CAN","DRY_CAN",19.4868699447808,22.3564013042544,7.14061933846631,67.1840891393765,52.3841917791851,14.7998973601914,7.97560681241142,193.37300684938,150.724113083511,42.6488937658691,11.013698630137,4.30499999989553,1.67000000010447,6.13556847688599,18.1285375995773,23.7147336494578,8.51465689169453,154.756072280796,38.6169345685837,9.00237698837976,30.18,55.79,11.63,0.15,0.278955141660234,0.151331020314171,0.0114806805815148,0.2907,1.5778,1.7185,18.55,7.76192681669602,0.0517461787779735
"TRIO","PNM","CAN",229.0811456,243.6192742,4.04383561643836,214.4772226,41.57822792,9.3625,43.6526540576197,41.0476553336682,9.36250000139688,8.80378711020723,1.81499999972062,1.70668876904486,"TRIO.PNM.CAN","DRY","TRIO_DRY_CAN","DRY_CAN",29.2908234199185,11.7568319137497,3.00122293394927,88.2964697293994,66.0359555948205,22.2605141345789,4.76445991480398,80.8896778702694,43.068765088032,37.8209127822374,6.54246575342466,9.36250000139688,1.81499999972062,1.819669267213,27.634494408072,13.4131609255961,7.86361778362928,69.3107645050367,11.5789133652327,8.85672482061756,12.96,69.61,5.63,0.22,0.186580251516674,0.179587018793047,0.0137986039476136,0.2752,1.9696,2.8028,7.33,3.00879313595788,0.0136763324361722
"TYNC","PNM","CAN",118.2912184,147.1011867,5.32602739726027,128.493836,17.62539154,10.8625,84.5371290892038,67.9804169112118,10.862500001099,8.73506454180087,1.48999999986474,1.19818146511254,"TYNC.PNM.CAN","DRY","TYNC_DRY_CAN","DRY_CAN",45.7182340627338,22.262182848478,4.80907448218695,91.3426039036825,62.0616432603822,29.2809606433004,4.54565623512625,96.0792798562051,25.293921046549,70.7853588096561,3.15616438356164,10.862500001099,1.48999999986474,13.8119630629431,42.2334520262158,25.746964884996,8.65693627957916,74.7655119904439,21.3137678657612,8.74175808299592,20.66,68.57,12.55,0.23,0.295567030048747,0.221233666826446,0.0105375531409693,0.3107,1.9216,2.432,8.11,5.51321181149927,0.0239704861369534
"UREC","PNM","CAN",189.9878334,201.3482774,2.95890410958904,236.5348526,38.6625241,12.45,52.6349494125027,49.6651877489566,12.4500000008948,11.7475478635508,2.03500000016317,1.92018151827506,"UREC.PNM.CAN","DRY","UREC_DRY_CAN","DRY_CAN",42.5988823453576,7.06630540359905,2.15238012481027,37.0200407798257,28.8548967675552,8.16514401227055,3.68079579528793,38.5633923455468,7.81099695001538,30.7523953955314,8.31780821917808,12.4500000008948,2.03500000016317,30.3665161787127,35.7971594331685,13.8680283157881,7.80232834604755,34.5294961220565,4.03389622349029,8.86389408108753,NA,NA,NA,0.41,0.121134604265748,0.151746559156245,0.0147114683607945,0.1339,0.4606,0.9887,NA,NA,NA
"VITT","PNM","CAN",145.9272079,158.5033023,3.15616438356164,149.8672425,13.27937592,10.27,68.527316762291,63.0901681850953,10.2699999990886,9.45514953476146,0.91000000007538,0.837798060185904,"VITT.PNM.CAN","DRY","VITT_DRY_CAN","DRY_CAN",47.8160694700197,15.2740987150756,3.82400347976062,109.851467053254,60.7899062144311,49.0615608388226,4.63009313318305,85.8916656237629,37.6629689854536,48.2286966383093,8.94246575342466,10.2699999990886,0.91000000007538,6.88786469058504,31.3267907247429,31.7633774603524,8.83655942202305,50.8699534518028,35.0217121719601,8.9818050905946,NA,NA,NA,0.24,0.26287570077123,0.143359146666713,0.00910522457820561,0.3713,2.0637,2.3167,NA,NA,NA
"AMPP","PNM","UNDER",535.2625392,563.3448773,5.03013698630137,171.6408542,8.055701215,3.206666667,18.6824208078263,17.7511155296699,3.20666666597915,3.04681663251542,0.150500000000747,0.142997682939967,"AMPP.PNM.UNDER","DRY","AMPP_DRY_UNDER","DRY_UNDER",4.21361184707883,13.537503682591,6.88148446183999,86.3543798571003,24.3974101181982,61.9569697389021,15.2917126742038,59.9931202409419,42.5313194971149,17.461800743827,3.74794520547945,3.20666666597915,0.150500000000747,12.8551180640404,3.6115981076375,14.1395174220324,8.34048267913663,6.99663961684809,52.9964806240938,8.98583048950586,27.97,58.61,12.7,NA,NA,0.0569627010430623,0.00403764478498741,NA,NA,NA,15.27,2.71059534138059,NA
"ANAE","PNM","UNDER",189.8346477,328.5332145,7.98904109589041,68.56194692,2.951928771,3.611666667,52.6774228053628,30.4383226981149,3.61166666626368,2.08691066516199,0.155499999961282,0.0898517605135477,"ANAE.PNM.UNDER","DRY","ANAE_DRY_UNDER","DRY_UNDER",5.7504696540059,24.687853044109,11.3867629004522,115.207012626158,29.3990427554364,85.8079698707217,14.7648842519934,51.1864198251392,29.3949337910768,21.7914860340624,6.11506849315068,3.61166666626368,0.155499999961282,8.69245347158029,5.35032844821654,25.0879942498984,8.99095791600628,6.24179340123435,44.9446264239049,8.99678432104831,30.57,60.41,13.95,0.16,0.190239516863218,0.0808071665834266,0.00847263668401456,0.6281,3.377,4.6209,16.62,5.0588492324267,0.0316178077026669
"ANNS","PNM","UNDER",397.7819408,456.4214559,5.53972602739726,207.8410641,10.97878157,5.225,25.139401703075,21.9095747378514,5.22500000080446,4.55370932749352,0.276000000098546,0.240540435338461,"ANNS.PNM.UNDER","DRY","ANNS_DRY_UNDER","DRY_UNDER",8.608926749455,13.3006479883964,5.98848150437215,40.9682016740353,15.6604972005092,25.3077044735261,11.362051662109,48.0845654481913,14.4608314782552,33.623733969936,3.02465753424658,5.22500000080446,0.276000000098546,7.50289719886054,9.25980675732729,12.6497679805241,8.13499378359111,11.3102392723203,36.774326175871,8.94397214517892,19.28,70.44,8.1,0.21125,0.103713963256101,0.0651864686160735,0.00400445529728282,0.5454,4.182925,3.03285,11.18,2.44949045569179,0.0115952210920321
"ASTG","PNM","UNDER",277.2232845,317.6323744,9.13972602739726,124.380847,10.43191219,4.486666667,36.0720060655655,31.4829368980091,4.48666666742418,3.91587435742192,0.376299999793127,0.328427233203342,"ASTG.PNM.UNDER","DRY","ASTG_DRY_UNDER","DRY_UNDER",9.30769367050287,22.1752432275062,10.8013239949653,73.1534502573897,31.0887216177469,42.0647286396429,13.467987591887,134.321969535315,46.1779836557603,88.1439858795549,5.91780821917808,4.48666666742418,0.376299999793127,20.2665716534559,10.4653234084475,21.0176134895616,8.69308464719489,35.0540575160646,99.2679120192506,9.00491800959042,18.51,68.92,7.35,0.08,0.393536711225114,0.0971058403285024,0.00658314110696571,0.4049,1.4134,4.3196,11.16,3.51349575781782,0.0439186969727227
"CAS4","PNM","UNDER",527.4770174,640.6920992,4.24109589041096,201.7599591,13.92539326,3.825,18.9581719584509,15.608121299586,3.82499999894782,3.14909391503231,0.264000000012133,0.217349227146518,"CAS4.PNM.UNDER","DRY","CAS4_DRY_UNDER","DRY_UNDER",5.98809953672202,9.620021762864,5.21053343583759,70.8060930138463,27.5464987342526,43.2595942795937,13.8360244885639,68.6447744852557,24.9542314623591,43.6905430228967,3.32054794520548,3.82499999894782,0.264000000012133,4.14081334528704,5.22184442784302,10.386276871743,7.91928877583458,15.0820529330898,53.562721552166,8.96611317141832,37.77,51.27,9.78,0.28,0.0557432903556644,0.0514145623513189,0.0039982784660373,0.1869,1.7105,1.3536,27.99,4.36871315175413,0.0156025469705505
"CHRC","PNM","UNDER",177.7428065,213.9304232,12,139.4984793,6.48583501,7.848333333,56.2610673079476,46.7441696717029,7.84833333325363,6.52074058534373,0.364900000045853,0.303174972170111,"CHRC.PNM.UNDER","DRY","CHRC_DRY_UNDER","DRY_UNDER",15.4193455816088,31.3248240900941,10.8354095221806,41.8432712490352,15.5772827964183,26.2659884526169,9.39758248371239,33.4387602492964,10.8337931391821,22.6049671101143,18.8054794520548,7.84833333325363,0.364900000045853,10.2080702148448,24.1992002278598,22.5449694438431,8.79443392006673,10.5457183582956,22.8930418910008,9.01036843818128,34.05,53.69,16.95,0.2,0.233720848358514,0.106558461481253,0.00752548036311107,0.7403,3.7549,5.252,17.1,7.99325301386119,0.0399662650693059
"CORA","PNM","UNDER",303.0459105,402.8590957,7.98904109589041,181.2719621,7.318558738,5.981666667,32.9983004340855,24.8225747084702,5.98166666565197,4.49963682177823,0.241499999981026,0.181665471032332,"CORA.PNM.UNDER","DRY","CORA_DRY_UNDER","DRY_UNDER",7.37620710973284,17.4463675987374,6.66400235714337,86.0530089943104,24.8143615297367,61.2386474645737,11.1806454856045,40.9468905714,25.7503880382748,15.1965025331251,5.88493150684932,5.98166666565197,0.241499999981026,8.35296641441601,12.3056183116086,12.5169563968616,8.09749104227057,8.16050836781472,32.7863822035853,8.97711851851058,42.19,47.56,17.26,0.125,0.198580597667762,0.0908113227946034,0.00472865645220446,0.200833333,0.9584,1.071666667,24.93,6.18826787482162,0.049506142998573
"DIOG","PNM","UNDER",180.345826,188.3374725,7.0027397260274,129.1877267,8.648584276,7.163333333,55.4490238105095,53.0961781915174,7.16333333381389,6.85937455702025,0.479555555447122,0.459206771822851,"DIOG.PNM.UNDER","DRY","DIOG_DRY_UNDER","DRY_UNDER",29.8925101805712,23.2036680109462,10.7794226519437,166.634776658559,63.7340185918122,102.900758066747,10.7322460800534,54.1725412611864,48.4244480169251,5.74809324426133,7.67671232876712,7.16333333381389,0.479555555447122,5.1415565100921,20.4575329451545,32.6386452463628,9.1634403778678,20.985211486746,33.1873297744405,8.97909908677909,35.81,45.31,17.69,NA,NA,0.0973130367874441,0.00697936862702883,NA,NA,NA,18.12,9.62102748830295,NA
"DOL1","PNM","UNDER",210.1494049,243.5156704,9.92876712328767,86.40643032,3.509495062,4.111666667,47.5851930428188,41.0651190684113,4.11166666691808,3.54829034936718,0.16700000000809,0.144117832591031,"DOL1.PNM.UNDER","DRY","DOL1_DRY_UNDER","DRY_UNDER",7.4980185842277,33.5671004841836,14.3847256630374,116.491627787367,28.9830174581164,87.5086103292501,13.820722827576,127.438174343663,25.4952365668924,101.942937776771,5.06301369863014,4.11166666691808,0.16700000000809,21.8597417949347,7.22740372058368,33.8377153478276,9.36072805372332,12.4585202506896,114.979654092974,9.01888916926693,35.56,49.2,15.36,NA,NA,0.0793721019954218,0.00443398828772986,NA,NA,NA,20.2,8.29515405181908,NA
"DOLD","PNM","UNDER",220.3259944,289.9661438,8.53150684931507,86.88188379,3.489963751,3.943333333,45.3872908969837,34.4867847982189,3.94333333325466,2.99627682912959,0.158399999986565,0.120357628834322,"DOLD.PNM.UNDER","DRY","DOLD_DRY_UNDER","DRY_UNDER",6.70597136252714,27.7808134356918,12.2310882904017,98.825926254394,24.7305636554208,74.0953625989732,13.9408270257199,86.3543798571003,69.2650439426041,17.0893359144963,2.00547945205479,3.94333333325466,0.158399999986565,7.43113249611565,6.51125123588249,27.9755335623364,9.11569848291191,9.51059482063516,76.8437850364652,8.96718444645601,NA,NA,NA,0.17,0.202863439989523,0.069533329654179,0.00491816684159715,0.1986,3.0624,3.5781,NA,NA,NA
"LUE1","PNM","UNDER",235.9264255,393.3870841,5.91780821917808,88.8262992,2.637657437,3.765,42.3860954906046,25.4202550215349,3.76499999996821,2.25798717828316,0.111799999996185,0.0670499247079882,"LUE1.PNM.UNDER","DRY","LUE1_DRY_UNDER","DRY_UNDER",5.66288045686167,19.7573745646732,8.85885201472065,83.1179653343809,18.9649882234023,64.1529771109786,13.9263475485304,150.381107057531,99.3402579554261,51.0408491021049,7.92328767123288,3.76499999996821,0.111799999996185,7.1022099553402,4.60994203034763,20.8103129911873,8.78568991132837,8.70404761154048,141.677059445991,9.02658942128894,33.74,56.13,16.74,0.13,0.195540423242576,0.0956654175222945,0.00952754654437809,0.3014,3.2823,2.9852,17,4.32144335366094,0.033241871951238
"PHI?","PNM","UNDER",533.1162356,519.7538774,4.93150684931507,136.3889036,2.985450919,2.558333333,18.7576354502605,19.2398757081403,2.55833333318953,2.62410555323353,0.0559999999932473,0.0574397046143133,"PHI?.PNM.UNDER","DRY","PHI?_DRY_UNDER","DRY_UNDER",2.7141076114429,16.5257680966974,8.43554594145318,56.9048618256346,11.6384298824122,45.2664319432224,16.5408216291911,38.7813368379696,25.0941673400959,13.6871694978737,7.59452054794521,2.55833333318953,0.0559999999932473,7.96650506408887,1.96303637192882,17.2768393362115,8.61020879652995,1.72699140552945,37.0543454324402,8.990507806051,NA,NA,NA,NA,NA,0.049970340839494,0.00405802685330936,NA,NA,NA,NA,NA,NA
"PPRE","PNM","UNDER",271.0490956,334.4568915,9.5013698630137,163.3070801,5.055065633,6.025,36.8936851748713,29.8992194633849,6.02500000003689,4.88275422783447,0.186500000002214,0.151142516762882,"PPRE.PNM.UNDER","DRY","PPRE_DRY_UNDER","DRY_UNDER",7.17318209643462,22.7260373669502,8.16855117404393,33.4387602492964,9.29893266975898,24.1398275795374,10.4441953437291,67.5017190932808,28.4290569305845,39.0726621626963,11.1780821917808,6.02500000003689,0.186500000002214,8.22673367816283,13.4559169840959,16.443302479289,8.43497863554608,8.18457925696913,59.3171398363117,9.02043930444146,25.87,59.47,7.44,0.14,0.213565853309892,0.123409376909945,0.0091035168168995,0.5454,1.858,1.725,18.43,5.51042614710183,0.0393601867650131
"SERM","PNM","UNDER",243.1625741,279.5599609,10.158904109589,77.16359018,7.805518628,3.173333333,41.1247497153387,35.7705014974482,3.17333333328947,2.76018031808217,0.320999999974914,0.279207315771233,"SERM.PNM.UNDER","DRY","SERM_DRY_UNDER","DRY_UNDER",7.7193975328077,28.0511039646405,16.143004877608,84.5692958323713,34.219769254613,50.3495265777583,16.7962113162149,84.3966720420707,39.9955283888877,44.4011436531831,10.027397260274,3.17333333328947,0.320999999974914,15.4994842375818,6.20216966851267,29.5683318289355,9.16347642662345,22.3754436254023,62.0212284166684,9.02295566782027,31.42,57.95,18.23,0.15,0.238470009982988,0.0765331592202453,0.0068719456774331,0.3622,1.5161,2.6116,13.19,4.71812914751341,0.0314541943167561
